ID,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Vintage,Response
2004,Male,59,1,8,0,> 2 Years,Yes,46773,223,0
2005,Male,61,1,22,1,1-2 Year,No,26818,63,0
2006,Female,29,1,8,1,< 1 Year,No,41005,202,0
2007,Male,22,1,41,1,< 1 Year,No,25346,179,0
2008,Male,27,1,11,0,< 1 Year,Yes,38939,12,1
2009,Male,54,1,29,0,1-2 Year,No,25230,292,0
2010,Male,30,1,45,0,1-2 Year,Yes,2630,218,0
2011,Male,23,1,21,1,< 1 Year,No,28629,246,0
2012,Male,21,1,15,0,< 1 Year,Yes,25593,297,0
2013,Male,25,1,11,1,< 1 Year,No,28626,78,0
2014,Male,59,1,11,1,1-2 Year,No,30684,91,0
2015,Female,49,1,28,0,1-2 Year,Yes,40846,29,0
2016,Male,53,1,28,0,> 2 Years,Yes,55845,243,0
2017,Female,31,1,9,1,< 1 Year,No,26171,23,0
2018,Female,74,1,31,0,> 2 Years,Yes,2630,128,0
2019,Female,49,1,3,1,1-2 Year,Yes,56836,102,0
2020,Female,22,1,11,1,< 1 Year,No,29902,11,0
2021,Male,34,1,8,1,1-2 Year,No,38970,196,0
2022,Female,58,1,28,0,1-2 Year,Yes,65739,190,0
2023,Female,23,1,3,1,< 1 Year,Yes,2630,158,0
2024,Male,44,1,4,1,1-2 Year,No,33576,188,0
2025,Female,23,1,11,1,< 1 Year,No,31365,75,0
2026,Male,42,1,28,1,1-2 Year,No,45614,10,0
2027,Male,62,1,31,0,1-2 Year,Yes,2630,132,0
2028,Female,22,1,22,0,< 1 Year,Yes,26627,252,0
2029,Female,26,1,3,1,< 1 Year,No,26131,74,0
2030,Male,43,1,30,1,1-2 Year,No,2630,267,0
2031,Female,24,1,11,1,< 1 Year,No,57281,181,0
2032,Female,21,1,8,1,< 1 Year,No,29952,91,0
2033,Female,38,1,8,0,1-2 Year,No,2630,36,0
2034,Male,24,1,41,1,< 1 Year,No,51956,203,0
2035,Male,24,1,9,0,< 1 Year,No,27055,67,0
2036,Male,46,1,47,0,1-2 Year,Yes,33137,149,1
2037,Female,73,1,28,1,1-2 Year,No,48686,206,0
2038,Male,36,1,23,0,1-2 Year,Yes,30738,225,1
2039,Male,28,1,18,0,< 1 Year,Yes,34817,294,0
2040,Female,28,1,28,1,< 1 Year,No,35597,86,0
2041,Female,26,1,17,1,< 1 Year,No,33527,76,0
2042,Male,52,1,29,0,1-2 Year,Yes,27015,276,1
2043,Female,57,1,8,0,1-2 Year,Yes,21956,51,1
2044,Male,24,1,41,1,< 1 Year,No,37207,197,0
2045,Male,51,1,8,0,1-2 Year,Yes,2630,264,1
2046,Female,38,1,28,0,1-2 Year,Yes,34771,129,1
2047,Female,24,1,33,1,< 1 Year,No,27284,90,0
2048,Female,21,1,8,0,1-2 Year,Yes,45824,106,0
2049,Male,22,1,15,0,< 1 Year,No,23501,233,0
2050,Female,30,1,50,1,< 1 Year,No,21181,101,0
2051,Male,49,1,36,0,> 2 Years,Yes,35401,254,1
2052,Female,25,1,15,1,< 1 Year,No,30449,231,0
2053,Male,43,1,28,0,1-2 Year,No,33372,296,0
2054,Male,25,1,30,0,< 1 Year,Yes,26261,119,0
2055,Male,43,1,28,1,1-2 Year,No,42292,42,0
2056,Male,54,1,28,0,1-2 Year,Yes,49946,93,0
2057,Male,55,1,4,1,1-2 Year,No,29945,187,0
2058,Female,23,1,35,1,< 1 Year,No,2630,281,0
2059,Female,30,1,8,1,< 1 Year,No,31255,59,0
2060,Female,22,1,7,1,< 1 Year,No,48143,224,0
2061,Female,44,1,28,1,1-2 Year,No,45037,86,0
2062,Male,25,1,10,1,< 1 Year,No,27318,106,0
2063,Male,40,1,3,0,1-2 Year,No,25824,157,0
2064,Female,26,1,28,1,< 1 Year,No,32214,131,0
2065,Female,54,1,28,0,1-2 Year,Yes,39990,128,0
2066,Male,29,1,34,0,< 1 Year,No,30658,185,0
2067,Male,26,1,39,1,< 1 Year,No,2630,212,0
2068,Female,22,1,26,0,< 1 Year,Yes,32995,170,0
2069,Male,25,1,37,1,< 1 Year,No,35346,244,0
2070,Female,25,1,21,1,< 1 Year,No,19402,35,0
2071,Female,53,1,46,0,1-2 Year,Yes,29118,247,1
2072,Male,35,1,3,1,1-2 Year,No,2630,195,0
2073,Female,26,1,36,0,< 1 Year,Yes,27854,62,0
2074,Female,23,1,8,1,< 1 Year,No,38751,97,0
2075,Male,26,1,28,1,< 1 Year,No,37120,151,0
2076,Male,24,1,33,0,< 1 Year,Yes,2630,274,0
2077,Female,31,1,47,1,< 1 Year,Yes,36598,242,0
2078,Male,22,1,3,0,< 1 Year,Yes,16703,186,0
2079,Male,56,1,28,0,> 2 Years,Yes,53228,76,1
2080,Female,24,1,15,0,< 1 Year,No,22965,176,0
2081,Female,42,1,28,0,> 2 Years,Yes,35977,270,1
2082,Female,47,1,28,0,> 2 Years,Yes,32414,156,0
2083,Female,22,1,30,1,< 1 Year,No,25718,153,0
2084,Male,32,1,10,0,< 1 Year,Yes,38369,80,0
2085,Female,24,1,30,1,< 1 Year,No,26898,96,0
2086,Male,67,1,28,0,1-2 Year,Yes,37473,281,0
2087,Female,26,1,18,1,< 1 Year,No,26983,94,0
2088,Female,23,1,41,0,< 1 Year,Yes,29943,275,0
2089,Female,39,1,28,0,1-2 Year,Yes,2630,211,0
2090,Male,42,1,33,0,1-2 Year,Yes,29684,10,1
2091,Female,23,1,30,1,< 1 Year,No,34377,212,0
2092,Male,21,1,42,0,1-2 Year,Yes,22931,76,1
2093,Female,22,1,28,0,< 1 Year,Yes,44091,20,0
2094,Female,67,1,10,1,1-2 Year,No,2630,224,0
2095,Female,27,1,28,0,< 1 Year,Yes,45720,58,0
2096,Male,24,1,28,1,< 1 Year,No,58656,41,0
2097,Male,23,1,14,1,< 1 Year,No,25964,101,0
2098,Female,23,1,13,0,< 1 Year,No,32864,284,0
2099,Female,32,1,28,0,1-2 Year,Yes,29021,193,0
2100,Male,61,1,28,0,1-2 Year,Yes,28428,294,0
2101,Female,22,1,16,1,< 1 Year,No,26812,102,0
2102,Female,24,1,29,1,< 1 Year,No,50529,134,0
2103,Male,45,1,28,0,1-2 Year,Yes,26504,296,0
2104,Female,25,1,50,1,< 1 Year,No,30577,98,0
2105,Female,74,1,49,0,1-2 Year,No,29016,30,0
2106,Male,43,1,28,0,> 2 Years,Yes,41201,73,1
2107,Female,41,1,3,1,1-2 Year,No,2630,261,0
2108,Male,46,1,2,1,1-2 Year,No,18422,239,0
2109,Female,38,1,28,0,> 2 Years,Yes,2630,217,0
2110,Female,21,1,36,0,< 1 Year,Yes,32613,49,0
2111,Female,60,1,8,1,1-2 Year,No,69995,38,0
2112,Male,51,1,23,1,1-2 Year,No,21066,279,0
2113,Male,45,1,8,0,1-2 Year,No,41612,179,0
2114,Male,23,1,46,1,< 1 Year,No,46983,75,0
2115,Female,59,1,28,1,1-2 Year,No,26982,237,0
2116,Male,29,1,46,1,< 1 Year,No,27413,157,0
2117,Female,29,1,9,1,< 1 Year,No,37742,74,0
2118,Male,64,1,22,0,1-2 Year,Yes,40116,293,0
2119,Female,30,1,3,0,< 1 Year,Yes,29492,174,1
2120,Female,26,1,41,1,< 1 Year,No,32804,171,0
2121,Female,25,1,29,1,< 1 Year,No,43769,138,0
2122,Female,27,1,35,1,< 1 Year,No,26382,298,0
2123,Male,72,1,37,0,1-2 Year,Yes,29619,121,0
2124,Male,34,1,28,0,1-2 Year,Yes,47203,45,1
2125,Male,23,1,8,1,< 1 Year,No,24087,35,0
2126,Female,49,1,28,1,1-2 Year,Yes,37819,296,0
2127,Male,54,1,28,1,1-2 Year,No,41653,239,0
2128,Female,27,1,8,1,< 1 Year,No,42083,231,0
2129,Female,45,1,28,1,1-2 Year,No,38718,244,0
2130,Female,41,1,15,0,1-2 Year,Yes,22360,249,1
2131,Female,27,1,2,1,< 1 Year,No,30561,29,0
2132,Male,22,1,25,0,< 1 Year,No,29151,138,0
2133,Male,41,1,44,1,1-2 Year,No,33685,240,0
2134,Female,23,1,28,1,< 1 Year,Yes,36380,165,0
2135,Female,29,1,10,1,< 1 Year,No,29348,162,0
2136,Male,26,1,46,0,< 1 Year,Yes,40451,17,0
2137,Male,25,1,49,0,< 1 Year,No,16438,173,0
2138,Female,38,1,8,0,1-2 Year,Yes,41998,10,0
2139,Male,31,1,48,0,1-2 Year,Yes,33120,244,1
2140,Female,26,1,41,1,< 1 Year,No,30668,252,0
2141,Female,62,1,46,0,1-2 Year,Yes,2630,230,0
2142,Male,59,1,28,0,1-2 Year,Yes,42764,238,0
2143,Female,24,1,29,0,< 1 Year,Yes,2630,152,0
2144,Female,24,1,33,1,< 1 Year,No,26665,287,0
2145,Female,65,1,28,0,1-2 Year,Yes,24557,262,0
2146,Male,39,1,8,0,1-2 Year,Yes,45238,75,0
2147,Male,30,1,46,1,< 1 Year,No,30426,99,0
2148,Male,29,1,41,1,< 1 Year,No,32481,73,0
2149,Female,59,1,11,0,1-2 Year,Yes,2630,283,0
2150,Male,24,1,33,0,< 1 Year,Yes,34551,259,0
2151,Female,46,1,28,0,1-2 Year,Yes,50041,155,1
2152,Male,71,1,28,0,1-2 Year,No,40140,258,0
2153,Female,36,1,41,0,1-2 Year,Yes,30362,111,0
2154,Male,56,1,36,0,1-2 Year,Yes,35818,90,0
2155,Male,23,1,12,1,< 1 Year,No,2630,59,0
2156,Male,42,1,28,0,1-2 Year,Yes,32573,217,0
2157,Male,25,1,37,0,< 1 Year,No,31299,298,0
2158,Female,24,1,46,1,< 1 Year,No,28376,63,0
2159,Male,59,1,33,1,1-2 Year,No,35933,223,0
2160,Female,23,1,15,1,< 1 Year,No,20649,267,0
2161,Female,24,1,6,1,< 1 Year,No,22542,263,0
2162,Male,22,1,15,0,< 1 Year,Yes,29235,47,0
2163,Female,33,1,28,0,< 1 Year,Yes,34885,202,0
2164,Female,31,1,28,0,1-2 Year,Yes,53860,13,0
2165,Female,45,1,26,0,1-2 Year,Yes,30951,54,0
2166,Male,23,1,35,1,< 1 Year,No,36858,36,0
2167,Male,63,1,8,1,1-2 Year,No,33559,103,0
2168,Male,28,1,35,1,< 1 Year,No,30941,213,0
2169,Female,24,1,29,1,< 1 Year,No,35086,249,0
2170,Female,48,1,30,0,1-2 Year,Yes,2630,82,1
2171,Male,51,1,48,1,1-2 Year,No,2630,267,0
2172,Male,20,1,28,1,< 1 Year,No,30992,264,0
2173,Male,48,1,46,0,1-2 Year,Yes,42865,104,0
2174,Male,23,1,11,1,< 1 Year,No,29665,262,0
2175,Male,49,1,15,1,1-2 Year,No,27647,207,0
2176,Male,28,1,46,1,< 1 Year,No,25337,273,0
2177,Male,29,1,46,0,< 1 Year,No,26024,181,0
2178,Female,66,1,30,0,1-2 Year,Yes,25015,161,0
2179,Female,25,1,8,1,< 1 Year,No,28485,247,0
2180,Female,25,1,28,1,< 1 Year,No,38419,279,0
2181,Male,51,1,38,0,1-2 Year,Yes,24532,211,1
2182,Male,39,1,18,0,1-2 Year,Yes,54217,264,0
2183,Female,28,1,3,1,< 1 Year,No,21468,286,0
2184,Male,49,1,28,1,1-2 Year,No,31205,124,0
2185,Male,31,1,41,0,< 1 Year,Yes,2630,57,0
2186,Female,53,1,47,0,1-2 Year,Yes,40307,249,0
2187,Male,47,1,28,1,1-2 Year,No,44730,227,0
2188,Female,23,1,28,0,< 1 Year,Yes,48718,196,0
2189,Male,24,1,8,1,< 1 Year,No,59765,226,0
2190,Male,24,1,18,0,< 1 Year,Yes,26800,210,0
2191,Male,25,1,11,1,< 1 Year,No,40910,112,0
2192,Male,40,1,39,0,1-2 Year,Yes,29700,243,0
2193,Male,65,1,8,0,1-2 Year,Yes,36746,252,0
2194,Female,55,1,28,0,1-2 Year,Yes,57143,60,0
2195,Male,37,1,36,0,1-2 Year,Yes,35910,146,0
2196,Female,46,1,28,0,1-2 Year,Yes,44585,99,0
2197,Female,23,1,28,1,< 1 Year,No,59975,129,0
2198,Female,24,1,11,1,< 1 Year,No,27198,206,0
2199,Female,52,1,28,1,1-2 Year,No,25864,287,0
2200,Male,46,1,36,0,1-2 Year,Yes,28957,274,0
2201,Female,42,1,45,0,1-2 Year,Yes,2630,212,0
2202,Male,25,1,3,1,< 1 Year,No,25955,86,0
2203,Male,24,1,28,1,< 1 Year,No,53518,195,0
2204,Male,24,1,49,0,< 1 Year,Yes,2630,62,0
2205,Female,55,1,9,0,1-2 Year,Yes,27108,247,0
2206,Female,25,1,33,1,< 1 Year,Yes,2630,289,0
2207,Male,44,1,5,0,1-2 Year,Yes,2630,65,0
2208,Male,23,1,6,1,< 1 Year,No,30458,247,0
2209,Male,24,1,39,0,< 1 Year,Yes,2630,43,1
2210,Female,29,1,2,0,< 1 Year,Yes,25584,202,0
2211,Female,66,1,50,1,1-2 Year,No,38266,155,0
2212,Female,25,1,44,0,< 1 Year,No,50277,107,0
2213,Male,44,1,41,0,1-2 Year,Yes,26349,228,0
2214,Male,48,1,28,0,1-2 Year,Yes,30026,42,0
2215,Female,26,1,28,1,< 1 Year,No,30689,21,0
2216,Male,23,1,41,1,< 1 Year,No,40072,223,0
2217,Male,47,1,28,0,1-2 Year,Yes,43455,232,0
2218,Female,33,1,0,0,1-2 Year,No,2630,191,0
2219,Female,21,1,47,0,< 1 Year,Yes,24829,39,0
2220,Male,20,1,8,1,< 1 Year,No,35415,160,0
2221,Male,40,1,14,0,1-2 Year,Yes,30405,138,1
2222,Male,44,1,0,1,1-2 Year,No,2630,37,0
2223,Female,30,1,0,1,< 1 Year,No,2630,125,0
2224,Male,39,1,28,0,1-2 Year,Yes,37665,197,0
2225,Male,49,1,24,0,1-2 Year,Yes,2630,152,0
2226,Male,24,1,8,1,< 1 Year,No,36538,126,0
2227,Male,67,1,28,1,1-2 Year,No,2630,203,0
2228,Male,47,1,50,1,1-2 Year,No,2630,177,0
2229,Male,70,1,8,1,1-2 Year,No,125643,260,0
2230,Male,62,1,18,0,1-2 Year,No,28714,131,0
2231,Male,22,1,40,0,< 1 Year,Yes,2630,160,0
2232,Male,28,1,2,1,< 1 Year,Yes,30139,186,0
2233,Female,24,1,20,1,< 1 Year,No,2630,278,0
2234,Female,26,1,46,1,< 1 Year,No,2630,26,0
2235,Male,36,1,28,0,1-2 Year,Yes,38234,162,0
2236,Female,23,1,9,0,< 1 Year,Yes,2630,176,0
2237,Male,45,1,47,1,1-2 Year,No,35219,95,0
2238,Female,28,1,30,0,< 1 Year,Yes,23274,173,0
2239,Female,32,1,23,1,< 1 Year,No,41245,77,0
2240,Male,24,1,8,1,< 1 Year,No,41403,59,0
2241,Female,23,1,30,1,< 1 Year,No,27133,171,0
2242,Female,25,1,15,1,< 1 Year,No,33918,214,0
2243,Male,55,1,8,0,1-2 Year,Yes,53721,210,1
2244,Male,43,1,28,1,1-2 Year,No,34115,156,0
2245,Male,21,1,8,0,< 1 Year,Yes,26352,24,0
2246,Female,25,1,35,1,< 1 Year,No,30840,266,0
2247,Male,38,1,28,1,1-2 Year,No,27770,268,0
2248,Female,39,1,50,0,1-2 Year,Yes,35477,280,0
2249,Female,24,1,43,1,< 1 Year,No,25981,71,0
2250,Female,23,1,50,1,< 1 Year,No,27623,183,0
2251,Female,42,1,28,0,1-2 Year,Yes,47097,215,1
2252,Female,46,1,28,0,1-2 Year,Yes,2630,24,1
2253,Male,43,1,28,0,1-2 Year,Yes,44014,287,1
2254,Male,72,1,28,0,1-2 Year,Yes,40961,124,0
2255,Female,21,1,28,0,< 1 Year,Yes,39597,129,0
2256,Female,37,1,28,0,1-2 Year,Yes,40689,267,1
2257,Female,23,1,29,1,< 1 Year,No,39352,178,0
2258,Female,45,1,28,0,1-2 Year,Yes,2630,112,1
2259,Female,57,1,28,0,1-2 Year,Yes,48136,139,0
2260,Male,51,1,28,0,1-2 Year,Yes,2630,284,1
2261,Female,21,1,17,1,< 1 Year,No,28952,192,0
2262,Male,23,1,41,1,< 1 Year,No,36482,29,0
2263,Female,30,1,44,1,< 1 Year,No,23988,289,0
2264,Female,23,1,30,0,< 1 Year,Yes,32975,37,0
2265,Male,47,1,28,1,1-2 Year,No,41177,16,0
2266,Male,22,1,41,0,< 1 Year,Yes,55839,82,0
2267,Male,28,1,8,0,1-2 Year,Yes,41417,118,0
2268,Male,77,1,33,1,1-2 Year,No,36435,159,0
2269,Male,38,1,1,1,1-2 Year,No,2630,70,0
2270,Female,70,1,8,1,1-2 Year,No,34844,129,0
2271,Female,21,1,6,0,< 1 Year,Yes,22189,273,0
2272,Female,42,1,11,0,1-2 Year,Yes,2630,170,0
2273,Female,20,1,35,1,< 1 Year,No,21359,228,0
2274,Male,22,1,12,0,< 1 Year,Yes,31786,215,0
2275,Male,40,1,46,1,1-2 Year,No,56770,149,0
2276,Male,63,1,28,0,1-2 Year,Yes,70032,46,0
2277,Male,40,1,8,1,1-2 Year,Yes,2630,172,0
2278,Female,22,1,8,1,< 1 Year,No,40908,225,0
2279,Female,61,1,24,1,1-2 Year,No,2630,164,0
2280,Male,24,1,2,0,< 1 Year,Yes,37180,37,0
2281,Male,27,1,3,0,< 1 Year,Yes,36517,248,1
2282,Male,40,1,18,0,< 1 Year,No,2630,69,0
2283,Female,46,1,39,0,1-2 Year,Yes,52294,53,0
2284,Male,47,1,15,0,1-2 Year,Yes,35215,151,1
2285,Male,41,1,28,0,> 2 Years,Yes,2630,77,1
2286,Male,35,1,4,0,1-2 Year,Yes,2630,200,0
2287,Male,23,1,8,1,< 1 Year,No,32854,150,0
2288,Female,64,1,28,0,1-2 Year,Yes,39037,203,0
2289,Male,53,1,23,0,1-2 Year,Yes,38677,192,0
2290,Female,48,1,28,0,1-2 Year,No,36189,179,0
2291,Female,72,1,28,0,1-2 Year,Yes,34694,225,0
2292,Male,42,1,12,0,1-2 Year,Yes,25775,286,1
2293,Female,54,1,3,0,1-2 Year,Yes,2630,148,0
2294,Female,28,1,26,1,< 1 Year,No,26237,232,0
2295,Female,24,1,46,1,< 1 Year,No,24050,295,0
2296,Male,53,1,23,0,1-2 Year,Yes,23662,66,1
2297,Female,50,1,13,0,1-2 Year,Yes,27213,164,0
2298,Male,45,1,28,1,1-2 Year,No,35096,108,0
2299,Male,31,1,28,0,1-2 Year,No,64679,42,0
2300,Female,64,1,28,1,1-2 Year,No,34172,90,0
2301,Female,52,1,28,0,> 2 Years,Yes,40868,140,0
2302,Female,23,1,3,0,< 1 Year,Yes,38965,66,0
2303,Male,20,1,36,0,< 1 Year,Yes,35652,295,0
2304,Male,44,1,49,0,1-2 Year,Yes,2630,72,0
2305,Male,56,1,11,0,1-2 Year,Yes,43782,140,0
2306,Male,24,1,30,1,< 1 Year,No,27240,215,0
2307,Male,47,1,28,0,1-2 Year,Yes,34226,293,1
2308,Female,63,1,34,1,1-2 Year,No,32771,262,0
2309,Male,48,1,30,1,1-2 Year,No,2630,179,0
2310,Female,66,1,28,0,1-2 Year,No,2630,283,0
2311,Female,23,1,41,0,< 1 Year,Yes,38338,56,0
2312,Female,63,1,40,1,1-2 Year,Yes,2630,34,0
2313,Female,25,1,37,0,< 1 Year,Yes,30038,143,0
2314,Female,50,1,28,0,1-2 Year,Yes,42448,99,1
2315,Female,25,1,4,1,< 1 Year,No,38934,297,0
2316,Female,28,1,41,0,< 1 Year,Yes,2630,273,0
2317,Male,45,1,28,0,1-2 Year,Yes,22838,39,1
2318,Male,40,1,28,0,> 2 Years,Yes,35804,135,0
2319,Male,40,1,8,0,1-2 Year,Yes,44197,160,0
2320,Male,21,1,13,0,< 1 Year,No,34576,291,0
2321,Male,46,1,47,0,> 2 Years,Yes,27545,149,0
2322,Female,25,1,18,1,< 1 Year,No,27929,158,0
2323,Male,38,1,15,0,1-2 Year,Yes,35139,290,1
2324,Male,50,1,43,0,1-2 Year,Yes,49794,287,1
2325,Male,21,1,18,0,< 1 Year,Yes,36086,186,0
2326,Male,23,1,8,0,< 1 Year,No,44618,108,0
2327,Male,26,1,28,1,< 1 Year,No,62636,220,0
2328,Male,39,1,24,1,1-2 Year,No,31067,11,0
2329,Male,43,1,41,0,1-2 Year,No,39793,126,0
2330,Male,35,1,16,1,1-2 Year,No,25487,22,0
2331,Female,26,1,41,1,< 1 Year,No,36826,296,0
2332,Female,28,1,15,1,< 1 Year,No,26390,10,0
2333,Female,51,1,28,0,1-2 Year,Yes,2630,104,1
2334,Male,37,1,28,0,1-2 Year,Yes,41694,151,0
2335,Female,23,1,8,1,< 1 Year,No,26044,66,0
2336,Female,24,1,35,1,< 1 Year,No,43529,35,0
2337,Female,70,1,40,1,1-2 Year,No,39559,222,0
2338,Male,30,1,50,1,< 1 Year,No,43203,73,0
2339,Female,68,1,28,1,1-2 Year,No,38470,267,0
2340,Male,29,1,23,0,1-2 Year,Yes,30057,142,1
2341,Male,25,1,17,0,< 1 Year,Yes,2630,143,0
2342,Female,24,1,8,1,< 1 Year,No,48333,60,0
2343,Male,33,1,33,1,1-2 Year,No,2630,230,0
2344,Female,66,1,28,0,1-2 Year,Yes,33244,161,1
2345,Female,23,1,15,0,< 1 Year,No,27838,148,0
2346,Male,49,1,30,0,1-2 Year,Yes,40153,152,0
2347,Male,60,1,28,0,1-2 Year,Yes,42249,177,1
2348,Male,38,1,29,0,> 2 Years,Yes,34742,163,0
2349,Female,22,1,13,0,< 1 Year,Yes,27938,172,0
2350,Male,21,1,15,0,< 1 Year,No,45797,234,0
2351,Female,26,1,18,1,< 1 Year,No,28577,142,0
2352,Male,34,1,46,0,1-2 Year,Yes,29108,264,0
2353,Male,63,1,8,0,> 2 Years,Yes,43569,55,1
2354,Male,38,1,31,1,1-2 Year,No,2630,122,0
2355,Male,27,1,28,1,1-2 Year,No,23656,155,0
2356,Female,66,1,28,1,1-2 Year,Yes,40916,102,0
2357,Male,44,1,28,0,1-2 Year,Yes,35566,122,0
2358,Female,47,1,28,0,1-2 Year,Yes,66434,283,0
2359,Male,53,1,14,0,1-2 Year,Yes,2630,162,0
2360,Male,33,1,28,1,< 1 Year,No,50462,149,0
2361,Female,66,1,29,1,1-2 Year,No,45777,281,0
2362,Male,39,1,23,1,1-2 Year,No,24042,289,0
2363,Male,22,1,24,0,< 1 Year,Yes,27283,92,1
2364,Male,68,1,28,1,1-2 Year,No,43030,25,0
2365,Male,66,1,28,0,1-2 Year,Yes,28108,180,0
2366,Female,52,0,45,1,1-2 Year,No,33283,152,0
2367,Male,28,1,29,0,< 1 Year,Yes,30404,145,1
2368,Male,22,1,24,0,< 1 Year,Yes,39759,229,0
2369,Male,23,1,10,1,< 1 Year,No,38869,295,0
2370,Male,51,1,28,1,1-2 Year,No,38717,57,0
2371,Female,21,1,45,1,< 1 Year,No,31170,288,0
2372,Male,39,1,28,0,1-2 Year,Yes,77603,140,0
2373,Female,24,1,49,0,< 1 Year,Yes,27321,14,0
2374,Male,34,1,31,1,< 1 Year,No,2630,45,0
2375,Male,50,1,8,0,1-2 Year,No,29743,57,0
2376,Male,22,1,46,1,< 1 Year,No,36223,294,0
2377,Female,29,1,28,1,< 1 Year,No,46401,110,0
2378,Male,74,1,8,0,1-2 Year,Yes,41438,50,1
2379,Female,64,1,50,1,1-2 Year,No,43414,274,0
2380,Female,72,1,28,1,1-2 Year,No,37255,61,0
2381,Female,22,1,30,1,< 1 Year,No,30996,268,0
2382,Female,72,1,28,0,1-2 Year,Yes,30207,297,0
2383,Male,23,1,8,1,< 1 Year,No,62734,100,0
2384,Female,38,1,28,0,> 2 Years,Yes,44513,19,1
2385,Male,42,1,8,0,1-2 Year,Yes,43132,17,0
2386,Male,25,1,11,1,< 1 Year,No,2630,166,0
2387,Female,28,1,50,1,< 1 Year,No,47013,160,0
2388,Male,21,1,35,0,< 1 Year,Yes,22527,165,0
2389,Male,46,1,35,0,1-2 Year,Yes,37107,116,0
2390,Male,48,1,8,1,1-2 Year,No,57433,117,0
2391,Male,26,1,16,1,< 1 Year,No,25063,80,0
2392,Male,42,1,28,0,1-2 Year,Yes,42506,145,1
2393,Male,21,1,46,1,< 1 Year,No,34395,48,0
2394,Female,27,1,26,0,< 1 Year,No,21945,26,0
2395,Female,25,1,16,0,< 1 Year,Yes,29522,282,0
2396,Male,63,1,28,0,1-2 Year,Yes,51537,190,1
2397,Female,37,1,12,1,1-2 Year,No,2630,287,0
2398,Female,70,1,28,0,> 2 Years,Yes,33143,117,0
2399,Female,44,1,41,0,1-2 Year,Yes,22449,235,1
2400,Female,40,1,48,0,1-2 Year,Yes,2630,122,0
2401,Male,66,1,50,1,1-2 Year,No,26890,102,0
2402,Female,25,1,41,0,< 1 Year,Yes,24514,162,0
2403,Female,28,1,5,0,< 1 Year,Yes,29286,89,0
2404,Female,23,1,30,1,< 1 Year,No,22351,61,0
2405,Male,67,1,46,1,1-2 Year,No,30070,61,0
2406,Male,70,1,28,0,> 2 Years,Yes,56926,235,1
2407,Female,34,1,37,0,1-2 Year,No,31623,92,0
2408,Male,60,1,8,0,> 2 Years,Yes,32042,75,0
2409,Female,58,1,28,0,> 2 Years,Yes,29127,146,0
2410,Male,24,1,2,0,< 1 Year,Yes,30531,20,0
2411,Male,41,1,9,1,1-2 Year,No,35283,175,0
2412,Male,58,1,28,0,1-2 Year,Yes,2630,120,0
2413,Female,44,1,28,0,1-2 Year,Yes,55384,85,0
2414,Female,40,1,16,0,1-2 Year,Yes,31705,168,0
2415,Female,45,1,28,0,1-2 Year,No,46161,245,0
2416,Male,44,1,28,0,> 2 Years,Yes,27935,262,0
2417,Male,26,1,41,1,< 1 Year,No,15117,293,0
2418,Female,25,1,3,1,< 1 Year,No,28432,10,0
2419,Male,29,1,4,0,1-2 Year,Yes,21296,211,0
2420,Female,38,1,21,1,1-2 Year,No,33542,17,0
2421,Male,23,1,8,1,< 1 Year,No,32668,206,0
2422,Male,45,1,28,0,1-2 Year,Yes,37289,17,1
2423,Female,28,1,3,1,1-2 Year,No,31604,237,0
2424,Male,58,1,28,0,1-2 Year,Yes,34934,147,0
2425,Female,77,1,8,1,1-2 Year,Yes,34544,52,0
2426,Female,33,1,28,1,1-2 Year,No,2630,94,0
2427,Female,42,1,8,0,1-2 Year,Yes,31325,32,0
2428,Female,21,1,15,0,< 1 Year,No,45285,86,0
2429,Female,37,1,28,0,1-2 Year,Yes,54880,72,0
2430,Male,45,1,8,1,1-2 Year,No,34915,48,0
2431,Male,76,1,33,1,1-2 Year,No,26669,98,0
2432,Female,20,1,35,1,< 1 Year,No,32673,112,0
2433,Male,41,1,33,0,1-2 Year,Yes,2630,258,1
2434,Female,23,1,28,0,< 1 Year,No,36494,49,0
2435,Female,24,1,21,1,< 1 Year,No,27104,271,0
2436,Female,22,1,30,1,< 1 Year,No,37111,70,0
2437,Female,23,1,3,1,< 1 Year,No,29338,40,0
2438,Female,22,1,6,1,< 1 Year,No,32264,204,0
2439,Male,29,1,31,1,1-2 Year,No,2630,183,0
2440,Female,51,1,26,1,1-2 Year,No,24659,259,0
2441,Male,67,1,33,0,1-2 Year,Yes,29344,246,0
2442,Female,24,1,27,0,< 1 Year,Yes,15627,41,0
2443,Male,30,1,47,0,< 1 Year,Yes,29193,266,1
2444,Male,24,1,14,1,< 1 Year,No,35658,105,0
2445,Female,24,1,12,1,< 1 Year,No,29183,44,0
2446,Female,53,1,8,1,1-2 Year,No,19461,225,0
2447,Male,45,1,3,0,1-2 Year,Yes,34218,247,0
2448,Female,45,1,28,1,1-2 Year,No,38403,187,0
2449,Female,75,1,28,0,1-2 Year,Yes,30444,183,1
2450,Female,26,1,47,0,< 1 Year,Yes,29431,202,0
2451,Male,25,1,33,1,< 1 Year,No,32589,130,0
2452,Male,24,1,34,1,< 1 Year,No,32949,219,0
2453,Male,69,1,14,0,1-2 Year,Yes,36235,51,0
